id,maintainable_item,part,position_1pm,failure_mode_tm,failure_cause_tm,work_order_type,work_order,work_order_desc,actual_start_date,actual_finish,equip_name,equip_id,notification,long_text_notification,material,material_desc,batch,purchase_item_text,operation,vendor,workstream,model,model_size,model_variant,edited_flag,censored,remove,cum_smu_hours,actual_materials_cost,actual_services_cost
1371,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,R,,,PM02,520167243,16000H Elec Repl Motr Grid Blwr RH RD13,5/12/2018,6/12/2018,3131.01.04.74-TK013,3131.01.04.74-TK013,421232164,,10855532,"MOTOR,SX,BLOWER,KOMATSU XA4146SERVRMKE",NEW,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,32946,-11344.32,0
1372,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,F,,,PM02,520167244,16000H Elec Repl Motr Grid Blwr LH RD13,5/12/2018,6/12/2018,3131.01.04.74-TK013,3131.01.04.74-TK013,421232165,,10855532,"MOTOR,SX,BLOWER,KOMATSU XA4146SERVRMKE",NEW,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,32946,-11344.34,0
1373,Grid Blower Motor: MOTR-51,Blower Motor,R,,,PM02,520167243,16000H Elec Repl Motr Grid Blwr RH RD13,5/12/2018,6/12/2018,3131.01.04.74-TK013,3131.01.04.74-TK013,421232164,,10855532,"MOTOR,SX,BLOWER,KOMATSU XA4146SERVRMKE",NEW,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,1,0,32946,-11344.32,0
1374,Grid Blower Motor: MOTR-51,Blower Motor,F,,,PM02,520167244,16000H Elec Repl Motr Grid Blwr LH RD13,5/12/2018,6/12/2018,3131.01.04.74-TK013,3131.01.04.74-TK013,421232165,,10855532,"MOTOR,SX,BLOWER,KOMATSU XA4146SERVRMKE",NEW,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,1,0,32946,-11344.34,0
1364,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM02,520091859,28D Svce PM7 RD26,26/11/2018,27/11/2018,3131.01.04.74-TK026,3131.01.04.74-TK026,420976125,,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,28594,6056.33,0
1365,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM02,520091859,28D Svce PM7 RD26,26/11/2018,27/11/2018,3131.01.04.74-TK026,3131.01.04.74-TK026,420976125,,10869861,"BRUSH,R318,KOMATSU VE4034",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,28594,6056.33,0
1377,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520079922,3000H Elec Repl RP Contactor RD27,7/12/2018,7/12/2018,3131.01.04.74-TK027,3131.01.04.74-TK027,420935394,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,28897,8647.48,0
1378,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520187159,3000H Elec Repl RP Contactor RD118,7/12/2018,7/12/2018,3131.01.04.74-TK118,3131.01.04.74-TK118,421295987,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,2799,8647.48,0
1366,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,520091859,28D Svce PM7 RD26,26/11/2018,27/11/2018,3131.01.04.74-TK026,3131.01.04.74-TK026,420976125,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,28594,6056.33,0
1380,Arc Chutes: ACHUT-21,Arc Chutes,,,,PM02,520079923,6000H Elec Repl Arc Chute RD27,8/12/2018,8/12/2018,3131.01.04.74-TK027,3131.01.04.74-TK027,420935395,,10366616,"CHUTE,ARC,KOMATSU GE0696",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,28916,2532.3,0
1381,Arc Chutes: ACHUT-21,Arc Chutes,,,,PM02,520060209,6000H Elec Repl Arc Chute RD15,10/12/2018,10/12/2018,3131.01.04.74-TK015,3131.01.04.74-TK015,420873284,,10366616,"CHUTE,ARC,KOMATSU GE0696",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,33281,1392.81,0
1382,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520060208,3000H Elec Repl RP Contactor RD15,10/12/2018,10/12/2018,3131.01.04.74-TK015,3131.01.04.74-TK015,420873133,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,33281,8647.48,0
1383,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520203754,3000H Elec Repl RP Contactor RD121,15/12/2018,15/12/2018,3131.01.04.74-TK121,3131.01.04.74-TK121,421351169,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,2876,8647.48,0
1367,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,520087742,28D Svce PM5 RD123,26/11/2018,26/11/2018,3131.01.04.74-TK123,3131.01.04.74-TK123,420964340,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,2825,2881.94,0
1375,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM02,520120554,28D Svce PM7 RD26,7/12/2018,7/12/2018,3111.01.04.74-TK026,3111.01.04.74-TK026,421070825,,10366693,"BRUSH,R320,KOMATSU VE7263",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,19401,429.75,0
1386,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520212059,3000H Elec Repl RP Contactor RD29,19/12/2018,19/12/2018,3131.01.04.74-TK029,3131.01.04.74-TK029,421380510,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,29414,8647.48,0
1387,Grid Blower Motor Brushes: MOTR-BRSH-51,Brushes,,,,PM01,415263258,Replace hoist hoses.,19/12/2018,19/12/2018,RD20,3131.01.04.74-TK020,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,44126,0,0
1376,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM02,520123124,28D Svce PM8 RD101,7/12/2018,7/12/2018,3131.01.04.74-TK101,3131.01.04.74-TK101,421079500,,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,7949,2451.71,0
1379,Grid Blower Motor Brushes: MOTR-BRSH-51,Brushes,,worn,Age,PM02,520123124,28D Svce PM8 RD101,7/12/2018,7/12/2018,RD101,3131.01.04.74-TK101,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,7949,0,0
1390,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520041211,3000H Elec Repl RP Contactor RD115,21/12/2018,21/12/2018,3131.01.04.74-TK115,3131.01.04.74-TK115,420810585,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,3898,8647.48,0
1391,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,,,PM03,433613271,Main ALT US - Battery Boost Fault,22/12/2018,18/01/2019,3131.01.04.74-TK102,3131.01.04.74-TK102,422192798,21.12.2018 18:48:54 UTC Mitchell Thorning (THORMC9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Battery boost fault 31/3 shorted scr3. Checked data and found alternator starting to make voltage without afse turning scr3 on. truck would try to ready up and then trip out with this fault and 3/1 alternator field transient. it was noticeds that when alternator started making voltage that no current was detected by the alternator field current sensor. performed manual digital test with truck stopped. activate gf and gfr and field volts came up to 7 v activated afse and scr3 and current was picked up and battery boost voltage as well on the analogue input screen. it was very intermittent whether the af current sensor would read the amps as the current sensor was on the negative lead at the afse. the positive is attached directly to the dc pos field terminal and the battery boost controlled negative has its own terminal controlled to dc field neg via scr3. clamp metered the pos field lead and found it to have 40a current flowing through it clamp metered both dc field neg and battery neg no current. clamp metered dc field pos on the top of the alternator 40a neg 0a. removed brushes from alternator and found the positive slip ring dead short to ground. replace failed rotor/alternator.   *     Define work requirements; including known materials specialist labour special tools that are required:  1 x alternator.   *     *    ,,,,Seal Oil Cummins 3649550,Goonyella Riverside Mine,30100740,Drive System (HV),0.093,,,0,1,0,8075,1197.72,0
1392,HV Alternator: ALTR-16,HV Alternator,,Failed,damaged windings,PM03,433613271,Main ALT US - Battery Boost Fault,22/12/2018,18/01/2019,3131.01.04.74-TK102,3131.01.04.74-TK102,422192798,21.12.2018 18:48:54 UTC Mitchell Thorning (THORMC9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Battery boost fault 31/3 shorted scr3. Checked data and found alternator starting to make voltage without afse turning scr3 on. truck would try to ready up and then trip out with this fault and 3/1 alternator field transient. it was noticeds that when alternator started making voltage that no current was detected by the alternator field current sensor. performed manual digital test with truck stopped. activate gf and gfr and field volts came up to 7 v activated afse and scr3 and current was picked up and battery boost voltage as well on the analogue input screen. it was very intermittent whether the af current sensor would read the amps as the current sensor was on the negative lead at the afse. the positive is attached directly to the dc pos field terminal and the battery boost controlled negative has its own terminal controlled to dc field neg via scr3. clamp metered the pos field lead and found it to have 40a current flowing through it clamp metered both dc field neg and battery neg no current. clamp metered dc field pos on the top of the alternator 40a neg 0a. removed brushes from alternator and found the positive slip ring dead short to ground. replace failed rotor/alternator.   *     Define work requirements; including known materials specialist labour special tools that are required:  1 x alternator.   *     *    ,,,,Seal Oil Cummins 3649550,Goonyella Riverside Mine,30100740,Drive System (HV),0.093,,,0,0,0,8075,1197.72,0
1393,HV Blower Assembly: BLWR-21,Housing,,,,PM03,433613271,Main ALT US - Battery Boost Fault,22/12/2018,18/01/2019,3131.01.04.74-TK102,3131.01.04.74-TK102,422192798,21.12.2018 18:48:54 UTC Mitchell Thorning (THORMC9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Battery boost fault 31/3 shorted scr3. Checked data and found alternator starting to make voltage without afse turning scr3 on. truck would try to ready up and then trip out with this fault and 3/1 alternator field transient. it was noticeds that when alternator started making voltage that no current was detected by the alternator field current sensor. performed manual digital test with truck stopped. activate gf and gfr and field volts came up to 7 v activated afse and scr3 and current was picked up and battery boost voltage as well on the analogue input screen. it was very intermittent whether the af current sensor would read the amps as the current sensor was on the negative lead at the afse. the positive is attached directly to the dc pos field terminal and the battery boost controlled negative has its own terminal controlled to dc field neg via scr3. clamp metered the pos field lead and found it to have 40a current flowing through it clamp metered both dc field neg and battery neg no current. clamp metered dc field pos on the top of the alternator 40a neg 0a. removed brushes from alternator and found the positive slip ring dead short to ground. replace failed rotor/alternator.   *     Define work requirements; including known materials specialist labour special tools that are required:  1 x alternator.   *     *    ,,,,Seal Oil Cummins 3649550,Goonyella Riverside Mine,30100740,Drive System (HV),0.093,,,0,1,0,8075,1197.72,0
1384,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,433604215,Isolators u/s,16/12/2018,16/12/2018,3131.01.04.74-TK111,3131.01.04.74-TK111,422121346,15.12.2018 03:09:54 UTC Steven Williams (WILLST92) Phone +61748473242 Isolators u/s need change out isolators have failed mn15 e02 x 2hrs pn 10068423   Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):     *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,5768,3009.87,0
1395,Grid Blower Motor Brushes: MOTR-BRSH-51,HV Alternator,,,,PM03,433612895,ACCIDENT DAMAGE to handrails,23/12/2018,23/12/2018,RD113,3131.01.04.74-TK113,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,4951,0,0
1385,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM01,415263258,Replace hoist hoses.,19/12/2018,19/12/2018,3131.01.04.74-TK020,3131.01.04.74-TK020,421822491,17.11.2018 06:56:02 UTC Phillip Hudson (HUDSPA9) Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names) Replace hoist hoses. Hoses starting to fail.  Photo attached to show location.  * Raised notification  Define work requirements; including known materials specialist labour special tools that are required 1 x fitter  2 hours  1 x HA7703 hose 1 x HA7702 hose  *   *  ,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,44126,1112.08,0
1388,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,433607719,Alternator Brushes change out.,21/12/2018,22/12/2018,3131.01.04.74-TK029,3131.01.04.74-TK029,422149947,18.12.2018 00:11:13 UTC Steven Williams (WILLST92) Phone +61748473242  Alternator Brushes change out. mn15 e02 x 1hrs  Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):     *     Define work requirements; including known materials specialist labour special tools that are required:     *     *     21.12.2018 14:56:00 UTC Jeff Peterson (PETEJX) Phone +61749414998 4998 Changed by Luke Komatsu,10869861,"BRUSH,R318,KOMATSU VE4034",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,29441,296.37,0
1398,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520062903,3000H Elec Repl RP Contactor RD116,28/12/2018,28/12/2018,3131.01.04.74-TK116,3131.01.04.74-TK116,420883307,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,3870,8943.85,0
1399,Arc Chutes: ACHUT-21,Arc Chutes,,damaged,heat,PM02,520209472,28D Svce PM8 RD104,31/12/2018,31/12/2018,3131.01.04.74-TK104,3131.01.04.74-TK104,421370532,,10366616,"CHUTE,ARC,KOMATSU GE0696",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,7890,18234,0
1400,Horn: HORN-21,Horn,,Failed,contamination,PM03,433622681,horn failing replace,31/12/2018,31/12/2018,3131.01.04.74-TK101,3131.01.04.74-TK101,422280931,30.12.2018 18:36:09 UTC Danny Wallace (WALLD92)  1x 10859117 2hrs  Materials on this task list have been amended by user WALLD92 in this notification,10859117,"HORN,KOMATSU PC0244",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,8358,1464.72,0
1389,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM02,520164671,28D Svce PM8 RD103,21/12/2018,21/12/2018,3131.01.04.74-TK103,3131.01.04.74-TK103,421223083,,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,8118,4281.12,0
1394,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,433612895,ACCIDENT DAMAGE to handrails,23/12/2018,23/12/2018,3131.01.04.74-TK113,3131.01.04.74-TK113,422195080,22.12.2018 00:08:57 UTC Steve Partington (PARTS91) Phone +49404167    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names): truck sustained damge to the front access stairs on A crew nightshift ending 22-12-18 refer Jeff peterson    *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,4951,610.76,2700
1403,Grid Blower Motor Brushes: MOTR-BRSH-51,Housing,,,,PM02,520209472,28D Svce PM8 RD104,31/12/2018,31/12/2018,RD104,3131.01.04.74-TK104,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,7890,0,0
1404,HV Blower Assembly: BLWR-21,Housing,,cracked,vibration,PM01,415276888,Replace Blower Assembly RD25,2/01/2019,2/01/2019,3111.01.04.74-TK025,3111.01.04.74-TK025,421999461,04.12.2018 02:07:51 UTC Trevor Hare (HARET9) Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names) Bearings for fan motor Noisy and need to be replaced  TQ370403LP x 1   * Inspected and created sub notification These is getting loader and will need to be done ASAP next service or EARLIER  Define work requirements; including known materials specialist labour special tools that are required   *   *   31.12.2018 06:18:18 UTC Gavin Casten (CASTG91) Phone +6149805626 completed,,,,TQ370403LP  24V INPRESS BLOWER ASSY,Blackwater Mine,30100768,Drive System (HV),0.093,,,0,0,0,19811,1667.8,0
1405,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520081986,3000H Elec Repl RP Contactor RD117,3/01/2019,4/01/2019,3131.01.04.74-TK117,3131.01.04.74-TK117,420943511,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,3940,8647.48,0
1406,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520253106,3000H Elec Repl RP Contactor RD25,4/01/2019,4/01/2019,3131.01.04.74-TK025,3131.01.04.74-TK025,421522982,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,42486,8647.48,0
1407,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520277743,3000H Elec Repl RP Contactor RD110,5/01/2019,5/01/2019,3131.01.04.74-TK110,3131.01.04.74-TK110,421608596,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,5890,8647.48,0
1408,Arc Chutes: ACHUT-21,Arc Chutes,,damaged,heat,PM01,415263097,Change out arc chute/pivot terminal,11/01/2019,12/01/2019,3131.01.04.74-TK102,3131.01.04.74-TK102,421804997,15.11.2018 15:41:50 UTC Clancy Daly (DALYCX)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Change out arc chute pivot terminal and contactor tips at the same time     *     Define work requirements; including known materials specialist labour special tools that are required:  1 x electrician 6 hours  arc chute 10366616 (GE0696) x 2 Pivot terminal 10915563 (GE1019) x 2 contactor tips 10858502 (GE1836) x 2,10366616,"CHUTE,ARC,KOMATSU GE0696",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,8287,8232.24,0
1396,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM02,520062903,3000H Elec Repl RP Contactor RD116,28/12/2018,28/12/2018,3131.01.04.74-TK116,3131.01.04.74-TK116,420883307,,10869861,"BRUSH,R318,KOMATSU VE4034",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,3870,8943.85,0
1410,Blower Pressure Sensor: SNSR-23,Sensor,,Inoperable,contamination,PM01,415280526,Axle Box Pressure Switch,12/01/2019,12/01/2019,3131.01.04.74-TK102,3131.01.04.74-TK102,422023211,06.12.2018 02:35:29 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Breakdown at 5am. Truck locking down due to DSC not seeing the axle box pressure switch. Tested no power to switch but power in the 24V cabnient. Tested power at the rear terminal strip and had power. Must be a rubbed to ground in the harness from rear terminal strip to sensor .  Have placed temporary bridge inside 24V cabnient for axle box circuit to keep truck running . 71P TOO 75A2 is the bridge  *  Raised Notification   Define work requirements; including known materials specialist labour special tools that are required:  Fault find and rectifier issue. Use stock to fix or order parts not rectifer issue  1x Electrician 6hrs,10915560,"SWITCH,KOMATSU 58F0601860",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,8297,1065.46,0
1397,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,433618656,Replaced contact tips,28/12/2018,28/12/2018,3131.01.04.74-TK109,3131.01.04.74-TK109,422248126,27.12.2018 09:38:43 UTC Steven Williams (WILLST92) Phone +61748473242 Replaced contact tips mn15 e02 x 2hrs   Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):     *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,6316,11230.64,0
1412,Phase Module (IGBT): MODU-01,Phase Module,NEG,Failed,Overload,PM03,433606653,Replace Cracked Bus bar,17/01/2019,18/01/2019,3131.01.04.74-TK102,3131.01.04.74-TK102,422144044,17.12.2018 06:24:08 UTC Steven Williams (WILLST92) Phone +61748473242 Replace Cracked Bus bar 1 x mn15 e02 x 6hrs  10926386 x 1   Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):     *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10869882,"MODULE,INVERTER,NEG,KOMATSU GE1256",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,8350,4430,0
1413,Horn: HORN-21,horn,,Failed,age,PM03,433644879,horn not loud--replaced,18/01/2019,18/01/2019,3131.01.04.74-TK022,3131.01.04.74-TK022,422473241,17.01.2019 10:49:19 UTC David Phillips (PHILD2) the horn was not very loud at start upreplaced 1 fiter 2 hrs 10859117 horn assy   Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):     *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10859117,"HORN,KOMATSU PC0244",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,43223,1323,0
1401,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM02,520209472,28D Svce PM8 RD104,31/12/2018,31/12/2018,3131.01.04.74-TK104,3131.01.04.74-TK104,421370532,,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,7890,18234,0
1415,Forward/Reverse Gear Selector Lever: LEVR-22,Gear Selector,,Failed,Electrical Fault,PM03,433646257,No Reverse,19/01/2019,19/01/2019,3131.01.04.74-TK104,3131.01.04.74-TK104,422484378,18.01.2019 12:30:35 UTC Mitchell Thorning (THORMC9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Dropping out reverse signal revers lights flickering no reverse propulsion c/o selctor   *     Define work requirements; including known materials specialist labour special tools that are required:  1 x elec 2 hr 1 x 10855529  *     *    ,10855529,"LEVER ASSY,KOMATSU PC2873",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,8180,1774,0
1402,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,520209472,28D Svce PM8 RD104,31/12/2018,31/12/2018,3131.01.04.74-TK104,3131.01.04.74-TK104,421370532,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,7890,18234,0
1417,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520244483,3000H Elec Repl RP Contactor RD108,19/01/2019,19/01/2019,3131.01.04.74-TK108,3131.01.04.74-TK108,421492390,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,6626,8123.24,0
1418,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520180972,3000H Elec Repl RP Contactor RD26,22/01/2019,22/01/2019,3131.01.04.74-TK026,3131.01.04.74-TK026,421276185,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,29361,7910.7,0
1409,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM01,415263097,Change out arc chute/pivot terminal,11/01/2019,12/01/2019,3131.01.04.74-TK102,3131.01.04.74-TK102,421804997,15.11.2018 15:41:50 UTC Clancy Daly (DALYCX)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Change out arc chute pivot terminal and contactor tips at the same time     *     Define work requirements; including known materials specialist labour special tools that are required:  1 x electrician 6 hours  arc chute 10366616 (GE0696) x 2 Pivot terminal 10915563 (GE1019) x 2 contactor tips 10858502 (GE1836) x 2,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,8287,8232.24,0
1411,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM01,415155065,Replace brake cooling hose.,13/01/2019,13/01/2019,3131.01.04.74-TK027,3131.01.04.74-TK027,421123022,12.09.2018 22:39:27 UTC Phillip Hudson (HUDSPA9) Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names) Replace brake cooling hose. Hose start to weep at the crimp.  * Raised notification.  Define work requirements; including known materials specialist labour special tools that are required 1x fitter  2x hours  1x HY2016 hose  *   *  ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,29420,8711.32,0
1421,Gen Field Contactor Tip: CTIP-22,Contactor Tip,,,,PM02,520298910,28D Svce PM6 RD25,2/02/2019,2/02/2019,3131.01.04.74-TK025,3131.01.04.74-TK025,421675577,,10366568,"CONTACT,SILVER TIP,KOMATSU BF4831",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,42824,2419.87,0
1414,Arc Chutes: ACHUT-21,Arc Chutes,,worn,age,PM02,520228556,28D Svce PM8 RD115,19/01/2019,19/01/2019,3131.01.04.74-TK115,3131.01.04.74-TK115,421436070,,10366616,"CHUTE,ARC,KOMATSU GE0696",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,4354,8592.8,0
1423,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520234152,3000H Elec Repl RP Contactor RD111,3/02/2019,3/02/2019,3131.01.04.74-TK111,3131.01.04.74-TK111,421456442,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,6530,7882.31,0
1416,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM02,520228556,28D Svce PM8 RD115,19/01/2019,19/01/2019,3131.01.04.74-TK115,3131.01.04.74-TK115,421436070,,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,4354,8592.8,0
1425,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM02,520380168,3000H Elec Repl RP Contactor RD28,4/02/2019,4/02/2019,3111.01.04.74-TK028,3111.01.04.74-TK028,421957228,05.02.2019 03:45:31 UTC Shane Mouat (MOUAS9) Job Completed To The Job Sheet,10858502,"TIP,CONTR,KOMATSU GE1836",,,Blackwater Mine,,Drive System (HV),0.093,,,0,1,0,20637,5086.32,0
1419,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,520255424,3000H Elec Repl RP Contactor RD123,26/01/2019,26/01/2019,3131.01.04.74-TK123,3131.01.04.74-TK123,421532352,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,3246,7895.2,0
